NameOfProblem	Algo	QI	Counter	Percentage	PercentageII
RA	NSGA-II	HV	4	0.571428571428571	57.1428571428571
RA	NSGA-II	IGD	4	0.571428571428571	57.1428571428571
RA	NSGA-II	EP	4	0.571428571428571	57.1428571428571
RA	NSGA-II	GD	4	0.571428571428571	57.1428571428571
RA	NSGA-II	GS	2	0.285714285714286	28.5714285714286
RA	NSGA-II	ED	0	0	0
RA	NSGA-II	PFS	2	0.285714285714286	28.5714285714286
RA	NSGA-II	C	0	0	0
TS	NSGA-II	HV	6	0.857142857142857	85.7142857142857
TS	NSGA-II	IGD	3	0.428571428571429	42.8571428571429
TS	NSGA-II	EP	6	0.857142857142857	85.7142857142857
TS	NSGA-II	GD	3	0.428571428571429	42.8571428571429
TS	NSGA-II	GS	0	0	0
TS	NSGA-II	ED	3	0.428571428571429	42.8571428571429
TS	NSGA-II	PFS	2	0.285714285714286	28.5714285714286
TS	NSGA-II	C	0	0	0
TRA	NSGA-II	HV	4	0.571428571428571	57.1428571428571
TRA	NSGA-II	IGD	1	0.142857142857143	14.2857142857143
TRA	NSGA-II	EP	4	0.571428571428571	57.1428571428571
TRA	NSGA-II	GD	7	1	100
TRA	NSGA-II	GS	0	0	0
TRA	NSGA-II	ED	1	0.142857142857143	14.2857142857143
TRA	NSGA-II	PFS	4	0.571428571428571	57.1428571428571
TRA	NSGA-II	C	1	0.142857142857143	14.2857142857143
RP	NSGA-II	HV	4	0.571428571428571	57.1428571428571
RP	NSGA-II	IGD	5	0.714285714285714	71.4285714285714
RP	NSGA-II	EP	0	0	0
RP	NSGA-II	GD	5	0.714285714285714	71.4285714285714
RP	NSGA-II	GS	0	0	0
RP	NSGA-II	ED	5	0.714285714285714	71.4285714285714
RP	NSGA-II	PFS	0	0	0
RP	NSGA-II	C	0	0	0
TM	NSGA-II	HV	2	0.285714285714286	28.5714285714286
TM	NSGA-II	IGD	2	0.285714285714286	28.5714285714286
TM	NSGA-II	EP	2	0.285714285714286	28.5714285714286
TM	NSGA-II	GD	2	0.285714285714286	28.5714285714286
TM	NSGA-II	GS	0	0	0
TM	NSGA-II	ED	2	0.285714285714286	28.5714285714286
TM	NSGA-II	PFS	2	0.285714285714286	28.5714285714286
TM	NSGA-II	C	1	0.142857142857143	14.2857142857143
TP1	NSGA-II	HV	5	0.714285714285714	71.4285714285714
TP1	NSGA-II	IGD	7	1	100
TP1	NSGA-II	EP	5	0.714285714285714	71.4285714285714
TP1	NSGA-II	GD	2	0.285714285714286	28.5714285714286
TP1	NSGA-II	GS	2	0.285714285714286	28.5714285714286
TP1	NSGA-II	ED	2	0.285714285714286	28.5714285714286
TP1	NSGA-II	PFS	0	0	0
TP1	NSGA-II	C	0	0	0
TP2_1	NSGA-II	HV	2	0.285714285714286	28.5714285714286
TP2_1	NSGA-II	IGD	2	0.285714285714286	28.5714285714286
TP2_1	NSGA-II	EP	2	0.285714285714286	28.5714285714286
